shap_avg_er_wait_minutes,shap_hospital_overall_rating,shap_MORT_30_AMI,shap_MORT_30_HF,shap_MORT_30_PN,shap_READM_30_AMI,shap_READM_30_HF,shap_OP_18b,shap_OP_22,shap_COMP_HIP_KNEE,shap_median_income,shap_poverty_rate,shap_unemployment_rate,shap_pct_uninsured,shap_pct_college_educated,shap_bed_count,shap_pct_metro,shap_pct_rural,shap_avg_rucc_score,shap_deprivation_index,shap_hospital_type,shap_hospital_ownership,shap_emergency_services,facility_id,predicted_satisfaction,actual_satisfaction,top_negative_feature,top_positive_feature
1.3680288,-4.917404,-0.46669605,0.05183154,-0.33205834,0.7516234,0.6287358,0.18303776,0.40638167,0.24874856,0.014840935,-0.17106692,0.32090652,-0.07859723,-0.002758969,-3.3898385,-0.43643153,-0.07081209,-0.1489473,-0.0657083,-0.22022004,-0.9027202,-0.017976092,986,65.73,66.75,hospital_overall_rating,avg_er_wait_minutes
-0.24219634,-5.1793027,0.7608313,-0.1482231,-0.12190687,-0.6312384,0.11988127,-0.15148479,0.18998817,1.5063547,0.033561707,-0.1912544,0.25108376,-0.14385098,-0.13091536,-3.6271126,-0.40657628,-0.024901837,-0.010883263,-0.18111843,-0.17529531,-1.2307194,-0.04367676,987,63.2,63.62,hospital_overall_rating,COMP_HIP_KNEE
-0.1934634,1.7773583,0.29030368,0.11229223,-0.15050925,-0.08272173,0.026717901,-0.21399319,0.44201452,-0.06172346,0.054493215,-0.1092632,0.22481175,-0.113256365,-0.018141562,-2.2099912,-0.2972208,0.0023753848,-0.049693465,-0.092298135,-0.17842393,0.3432397,-0.017639214,988,72.46,74.5,bed_count,hospital_overall_rating
-0.14550902,1.3678973,0.10986508,-0.043972883,0.16567345,0.050507493,0.14030524,-0.0966835,-0.2682062,0.9637982,0.24707708,-0.13987522,0.3525951,-0.036212873,-0.014513812,-0.21177366,-0.4457227,-0.058453433,-0.042681858,-0.028736876,-0.027179593,0.20153175,-0.020482335,989,74.99,78.62,pct_metro,hospital_overall_rating
0.12136651,0.13902158,-0.37381968,0.18954597,-0.04752307,-0.6154997,0.05819843,0.34011397,0.1435976,0.12633692,0.057254165,-0.14540319,0.08164458,-0.18000963,-0.056279078,-1.1966465,-0.678148,-0.1339024,-0.07224526,-0.109515466,-0.17175682,-0.47897276,-0.029230583,990,69.94,67.0,bed_count,OP_18b
-0.49050096,0.08336286,0.019838156,-0.6579949,-0.6273036,0.026703505,-0.23297566,-0.015817495,0.016915746,-0.11348618,-0.008537616,-0.17845424,0.13551217,-0.113161795,-0.11447962,-2.8835623,-0.82205045,-0.09819719,-0.1624275,-0.181436,-0.17993817,-0.9408943,-0.035963494,991,65.4,55.88,bed_count,unemployment_rate
0.16224018,-3.2229562,-0.45209438,-0.19748755,0.17737742,-0.15584293,0.08976341,0.13114136,0.39687255,-0.08942208,-0.07835377,-0.26197255,0.19470747,-0.05615502,-0.0448898,-3.2306519,-0.6633212,-0.078440554,-0.13436668,-0.14244652,-0.13894169,-0.9945108,-0.017286707,992,64.17,64.38,bed_count,OP_22
-0.26014382,-3.3624597,-0.22683477,0.23610635,-0.46301287,-0.29069012,-0.005436307,-0.24617213,0.14402579,0.39278233,-0.032199983,-0.2298395,0.1524477,-0.24522884,-0.09089542,-2.8043864,-0.7378297,-0.05719201,-0.17922027,-0.17185739,-0.23932533,-1.0856842,-0.03998615,993,63.13,61.88,hospital_overall_rating,COMP_HIP_KNEE
-0.14644775,1.3245314,-0.15680654,-0.35711232,-0.2081404,-0.078210585,0.31376868,-0.1463249,0.033344556,-0.11728235,0.091595136,-0.17542475,0.19861077,-0.014085621,-0.04287939,-1.7842268,-0.5924889,-0.045158718,-0.09261425,-0.09034564,-0.17832358,-0.20678328,-0.053407606,994,70.45,69.75,bed_count,hospital_overall_rating
0.051917113,-0.067066915,0.115807846,0.12501577,0.035369523,0.07798074,0.067059726,0.1165266,-0.042010885,-0.2199655,0.079030365,-0.17411,0.09495885,-0.2133155,-0.05710405,1.9031574,-0.49398237,-0.0721402,-0.11355571,-0.12213319,0.49327695,0.24510857,0.14022942,995,74.94,72.88,pct_metro,bed_count
-0.24935539,-0.27649343,-0.35555255,-0.31557474,-0.120641984,0.1502325,0.12354365,-0.25419596,0.013315947,0.75070757,0.072671466,-0.18851894,0.3052732,-0.11426908,-0.00068843947,-2.408737,-0.4525883,-0.03473785,-0.102954775,-0.08628111,-0.21418013,-0.22400503,-0.03164004,996,68.96,74.12,bed_count,COMP_HIP_KNEE
-0.084783,-3.3297255,0.062340878,0.031612504,0.29844004,0.08527555,0.05831838,-0.4193736,0.3169334,-0.08791012,0.01966927,-0.25930303,0.36223513,-0.12513049,-0.08723926,-1.5872883,-0.81139576,-0.027085533,-0.1550903,-0.05900592,-0.040277664,-0.8207125,-0.019475685,997,66.3,68.5,hospital_overall_rating,unemployment_rate
-0.2694838,4.3221216,0.100109026,-0.13814498,0.31715477,0.07559655,0.30747074,-0.17680705,0.06180652,-0.03913029,0.14351334,-0.1281543,0.25437665,-0.015223778,0.020274598,-1.601707,-0.7266175,-0.026110902,-0.10975868,-0.07378171,-0.15262192,-0.15514468,-0.05562448,998,74.91,75.88,bed_count,hospital_overall_rating
-0.14407155,-3.0054502,-0.20846239,-0.20122637,0.24252369,-0.06344147,0.0752468,-0.19491692,0.02949347,0.25966525,-0.04531835,-0.23980108,0.20092659,-0.12651509,-0.06442557,-3.1476357,-0.6156314,-0.07873715,-0.11997267,-0.1369733,-0.16640846,-1.0945907,-0.039510027,999,64.09,65.5,bed_count,COMP_HIP_KNEE
0.18099673,-3.2171466,-0.34117922,-0.43111736,0.12087258,0.012555031,-0.1640146,0.11394586,0.3079638,0.23103125,-0.069057986,-0.23700987,0.21272218,-0.104158945,-0.08286049,-3.423115,-0.53704315,-0.08471825,-0.108730055,-0.17900538,-0.1743578,-0.88527316,-0.028189082,1000,64.09,63.88,bed_count,OP_22
-0.101563916,-5.9080977,-0.0594995,0.18982692,0.07092268,0.07785481,-0.11506613,-0.24212778,0.015936665,-0.10576333,-0.003526343,-0.24227193,0.2926421,-0.043437656,-0.08805254,-3.4614496,-0.55240035,-0.027239515,-0.16360945,-0.12639964,-0.20649995,-1.1002649,-0.032106895,1001,61.04,59.75,hospital_overall_rating,unemployment_rate
-0.122046255,4.1290593,-0.16795819,-0.37408906,0.4733269,-0.10908468,0.0056834007,-0.264892,0.46779028,0.5721292,0.1177254,-0.13827287,0.43180338,0.06508549,0.11978211,-1.7205931,-0.2909484,-0.016263245,-0.07537299,-0.06249381,-0.037596032,0.25359818,-0.02302961,1002,76.21,74.0,bed_count,hospital_overall_rating
-0.13348237,1.7985325,0.008090176,-0.16897021,-0.111008875,-0.16081096,-0.011764374,-0.16983812,0.07593428,0.31242985,0.09840001,-0.17444886,0.17755358,-0.24752869,0.0035383007,-2.7100275,-0.33515933,-0.059453722,-0.054150216,-0.14313254,-0.15788834,0.2607861,-0.02957762,1003,71.04,68.75,bed_count,hospital_overall_rating
-0.023274815,0.051216196,-0.64324063,0.06829988,-0.027313346,-0.48248607,-0.075975694,0.036147527,-0.013055374,0.4592458,0.05063077,-0.19689898,0.14812116,-0.21420805,-0.035418827,-1.5725366,-0.8172158,-0.17007187,-0.075169325,-0.18435337,-0.15389456,0.054665063,-0.00911179,1004,69.15,67.75,bed_count,COMP_HIP_KNEE
-0.21054143,-0.07092301,-0.19048882,0.99154055,-0.50297916,0.053492557,0.15178396,-0.24626319,-0.065682374,-0.092926554,0.07265525,-0.19587286,0.108711995,-0.18719627,-0.034928452,0.87345016,-0.44291383,-0.09506484,-0.035978995,-0.077693075,-0.028256655,0.15979502,-0.02070722,1005,72.89,73.88,MORT_30_PN,MORT_30_HF
-0.3373501,3.994797,0.00948547,-0.614256,0.085928574,0.05368329,0.12163526,-0.277791,0.27212134,-0.079083934,0.09059456,-0.15411627,0.3009531,-0.01215242,0.047543716,-2.2018678,-0.3708325,-0.0177339,-0.08389284,-0.10627935,-0.100970834,0.2559626,-0.044246543,1006,73.81,72.5,bed_count,hospital_overall_rating
0.015608836,0.0012156187,0.106139034,0.12336723,0.03432533,0.070793405,0.04648475,0.12892869,-0.0876327,-0.24218437,0.1761102,-0.17022717,0.003123577,-0.2828011,-0.06828043,2.379625,-0.57367,-0.062268753,-0.14056826,-0.17170423,0.5359258,-0.5077857,0.1303542,1007,74.42,72.88,pct_metro,bed_count
-0.03281479,1.2265455,-0.5962915,0.07962423,0.064999014,-0.8065053,-0.07705485,0.19729692,-0.029548,-0.009858478,-0.038384896,-0.24690574,0.09776011,-0.23213974,-0.015725836,-1.4314831,-0.7349517,-0.10069297,-0.12727512,-0.1643482,-0.12733057,-0.63537675,-0.024804952,1008,69.21,67.88,bed_count,hospital_overall_rating
-0.43290234,-3.1298673,-0.40073708,-0.2021471,0.18117796,-0.49930373,0.16813624,-0.07115041,0.23840833,-0.07969404,0.04414396,-0.27828985,0.17641397,-0.14473806,-0.08270785,-0.39471793,-0.6630459,-0.08653491,-0.106269084,-0.06543696,-0.07873507,-0.6874357,-0.024407227,1009,66.35,67.25,hospital_overall_rating,OP_22
-0.2778588,1.385467,-0.7790764,0.3017398,0.006116799,0.0429906,-0.08111823,-0.10260278,-0.017934253,0.104835935,0.022251703,-0.19172856,0.16812909,-0.12472356,0.0071574603,-2.6550093,-0.36226204,-0.074150205,-0.034356233,-0.11096196,-0.1442713,0.14866368,-0.014549675,1010,70.19,66.5,bed_count,hospital_overall_rating
0.96575546,0.13984941,0.1603373,-0.012093806,1.2894232,0.078753404,0.41478834,0.43686327,-0.090090685,-0.11917805,0.2661982,-0.05820651,0.18633609,-0.035302546,0.011863392,5.11345,-0.1498138,0.050123397,0.0075983424,0.018783176,0.72711784,0.4945692,0.02046995,1011,82.89,87.75,pct_metro,bed_count
-0.31214687,4.1323924,0.04329248,-0.23575667,-0.26797235,0.055343583,0.055966757,-0.28237727,0.04917212,-0.06426398,0.17221692,-0.1585478,0.34908214,0.09385924,0.06543029,-1.9353437,-0.5080618,-0.055613596,-0.07169723,-0.05594395,-0.087647766,0.3270814,-0.02832744,1012,74.25,73.0,bed_count,hospital_overall_rating
-0.2832165,3.2457542,-0.45066205,-0.102965124,-0.25014696,0.08821086,-0.26468152,-0.41208884,-0.004505927,-0.07208628,0.26233613,-0.16170132,0.24391237,-0.17853484,0.02762139,-0.31513795,-0.46836138,-0.11309753,-0.055682473,-0.06307909,-0.039091885,0.2283194,-0.015347914,1013,73.82,72.88,pct_metro,hospital_overall_rating
-0.44671756,-0.070565306,-0.17070697,0.2384827,0.30897528,-0.31628695,-0.39368045,-0.5454978,-0.31598362,0.01586847,0.018016836,-0.18961231,0.22872882,-0.16417839,0.0056293206,-2.2871127,-0.66945535,-0.053879347,-0.1118279,-0.053068217,-0.19230425,-0.62601703,-0.01643142,1014,67.17,68.0,bed_count,MORT_30_PN
0.09318914,4.188554,-0.3308268,-0.19220792,0.015563266,-0.1443753,0.29792604,-0.109966315,0.37573686,0.35501707,0.1439911,-0.11645887,0.37982088,0.0077389413,0.06666718,-2.134307,-0.34097567,-0.022260152,-0.086947724,-0.07843878,-0.1428223,0.24284765,-0.040800676,1015,75.4,76.38,bed_count,hospital_overall_rating
0.28924522,-2.999018,-0.5287109,-0.41910243,0.17574097,-0.345408,-0.0004570146,0.30618474,-0.00793325,-0.07573668,0.03299545,-0.19622609,0.19802381,-0.076047435,-0.046862558,-0.09584484,-0.5756416,-0.086181894,-0.0792107,-0.06712575,-0.07179975,-0.72117174,-0.023091368,1016,67.56,69.12,hospital_overall_rating,OP_18b
-0.30026996,-0.11021342,-0.43876565,0.15105669,0.2704371,-0.15793161,0.41655767,-0.32669336,0.09467083,0.1541424,0.0909653,-0.19283547,0.23176777,-0.07564553,0.015451148,-1.776926,-0.61373127,-0.111447684,-0.07740355,-0.099386014,-0.16191922,0.20254387,-0.013582627,1017,70.15,70.25,bed_count,READM_30_HF
0.6118387,0.111507244,0.11742528,-0.77019256,0.4080246,0.07208376,0.5104619,0.46797982,0.450192,0.1964683,0.018180411,-0.12641267,0.21523221,-0.090062484,0.04567512,0.55356073,-0.56922245,-0.04836698,-0.11940452,-0.04109689,-0.026309893,-0.3620637,-0.023727553,1018,74.58,76.0,MORT_30_HF,avg_er_wait_minutes
-0.57863986,0.009311728,0.0958127,0.106558,0.5676181,0.070585236,0.10452211,-0.19405872,-0.12101401,-0.17066674,0.03655153,-0.2509069,0.09750676,-0.16091222,-0.06372776,1.530782,-0.7838985,-0.1429611,-0.09471846,-0.22529797,0.182956,-0.38809782,-0.0272786,1019,72.57,72.88,pct_metro,bed_count
-0.2676517,0.19410056,0.1102303,0.013454327,0.40178785,0.07329339,0.09223213,0.052894514,-0.02011964,-0.1167929,0.041596923,-0.25765452,0.12149562,-0.16369544,-0.06071648,0.640435,-0.68824893,-0.23315255,-0.09597472,-0.16088647,-0.02206805,-0.40975457,-0.027334034,1020,72.19,74.5,pct_metro,bed_count
-0.20753121,4.3166423,0.09792325,-0.24984932,0.29930696,-0.13728815,0.34597018,-0.48467544,0.115235575,0.017073479,0.06775471,-0.09193631,0.27398202,0.015520122,0.08641211,-1.5232351,-0.618513,-0.044407807,-0.07513944,-0.050086416,-0.03879115,-0.12856826,-0.035868727,1021,74.92,77.25,bed_count,hospital_overall_rating
0.03164939,0.16684033,0.13589132,-0.7510103,0.39596236,0.08397254,-0.18975978,0.13787985,0.42800266,-0.08539604,0.031243341,-0.18230785,0.1923584,-0.037416834,-0.029977592,-2.7207992,-0.77324206,-0.08647662,-0.16573049,-0.14860436,-0.15196413,-0.68798333,-0.018233657,1022,68.55,69.88,bed_count,OP_22
0.08910477,1.0185806,0.09047984,-0.4680329,0.50778925,0.053516738,-0.026273308,0.09574245,-0.09090238,-0.11695994,0.03833124,-0.2527339,0.19124116,-0.058345214,-0.00812579,0.8494234,-0.652408,-0.13444272,-0.073134564,-0.09428327,0.07397848,0.21847725,-0.024317877,1023,74.2,73.88,pct_metro,hospital_overall_rating
0.27322742,0.23406154,0.121359125,0.2526553,0.46950164,0.09601894,0.15802895,-0.24236538,0.019056281,-0.117345996,0.15759192,-0.20449214,0.20287171,-0.068853825,-0.036662813,-0.019644327,-0.6532816,-0.072100155,-0.06640224,-0.09875064,0.0063238535,-0.59495115,-0.020451058,1024,72.77,78.0,pct_metro,MORT_30_PN
-0.32818896,1.4966141,0.047244914,-0.4694621,0.3342352,0.06009717,-0.05072663,-0.21855395,0.35754856,-0.10119483,0.1828786,-0.14235997,0.30446032,-0.03169438,-0.02541054,-0.6946549,-0.58743984,-0.05350543,-0.04552276,-0.05619426,-0.070991434,0.18514113,-0.026953844,1025,73.04,74.88,bed_count,hospital_overall_rating
-0.56771356,-0.03930055,0.118609175,0.17846736,0.057653964,0.0895865,0.06598244,-0.4356586,-0.0064088865,-0.13171887,0.18986009,-0.19610757,0.27428532,-0.08187067,-0.045828965,-0.11274422,-0.52533865,-0.085519955,-0.09781428,-0.07740388,0.09767107,0.21270427,-0.008101221,1026,71.85,72.88,avg_er_wait_minutes,unemployment_rate
0.011932151,0.037601717,0.11168783,0.13055974,-0.063032314,0.07213167,0.05779177,0.15166236,-0.09639902,-0.24008006,0.04120154,-0.19050924,-0.0025976729,-0.23286669,-0.09665091,2.1000288,-0.626995,-0.19662675,-0.16742836,-0.17400779,0.6900964,-0.075909,0.0037989025,1027,74.22,72.88,pct_metro,bed_count
0.3247865,1.4565886,-0.41571695,-0.30053687,-0.0719749,0.015516403,0.06675877,0.35086173,0.018636007,0.08376758,0.10902801,-0.112145156,0.18215153,-0.18214716,0.05941161,-1.5406021,-0.3416378,-0.09036607,-0.034758512,-0.08571757,2.5544126,0.17254353,-0.015802143,1028,75.18,75.0,bed_count,hospital_type
0.373622,1.4399387,-0.26557717,-0.71003395,-0.009015845,-0.10746633,0.026216492,0.29202515,0.03628607,0.25373682,0.16318767,-0.12216901,0.21412578,0.037075344,0.1332523,-1.723666,-0.32641923,-0.11865128,-0.044943415,-0.123918004,2.1816618,0.15880248,-0.015209953,1029,74.72,77.25,bed_count,hospital_type
0.27907008,1.4118824,-0.42012995,-0.23676233,0.17684919,-0.03791612,0.027540639,0.36796278,0.010815523,0.340074,0.1238362,-0.110180624,0.17345965,-0.028000673,0.11351302,-1.663966,-0.28911376,-0.0912207,-0.04135469,-0.07248298,2.621941,0.08366189,0.0056368536,1030,75.72,75.5,bed_count,hospital_type
0.24694356,0.35175937,-0.9464045,-0.4056593,0.45247713,0.035226665,-0.06692106,0.4396912,0.0053807953,-0.112392396,0.076878846,-0.15908359,0.13117951,-0.24913737,0.03806949,-1.3684137,-0.49666473,-0.12627158,-0.07505857,-0.101519875,2.831745,0.09173674,-0.00862156,1031,73.56,73.25,bed_count,hospital_type
0.22392808,3.4485068,-0.6305802,-0.6264954,-0.028127797,-0.07630137,-0.027308559,0.20683154,0.03390365,0.2881387,0.084538214,-0.11372293,0.1834819,-0.14675353,0.07769644,-0.70815957,-0.56584907,-0.1712024,-0.059753872,-0.1072449,1.5765758,0.024010137,-0.028083814,1032,75.83,79.5,bed_count,hospital_overall_rating
0.3794776,-0.056156773,0.13554248,0.12186636,-0.26578686,0.10142337,0.06406465,0.24945886,0.48470402,-0.12529527,0.00348447,-0.16731817,0.16591752,-0.26602384,-0.17845473,2.0519474,-0.29258025,-0.12732005,-0.05176586,-0.12731716,0.1967678,0.14940797,-0.007675493,1033,75.41,72.88,pct_metro,bed_count
0.60739255,0.023085205,0.1464318,0.13851972,-0.063929506,0.08964902,0.018438425,0.41490024,-0.18101624,-0.16677286,-0.13503145,-0.1308509,0.13122019,-0.20148787,-0.12555653,2.0910926,-0.39906555,-0.17817178,-0.07680701,-0.3152371,0.19731218,-0.19686274,-0.014389783,1034,74.65,89.25,pct_metro,bed_count
0.3887586,-0.08144194,0.1297241,0.08492725,-0.6716178,0.071814254,0.032867283,0.2589305,-0.2105579,-0.14066488,-0.0031267835,-0.18754894,0.09469953,-0.32691237,-0.08495931,1.9168215,-0.45240346,-0.14900865,-0.057306357,-0.14630538,0.2575514,0.22161208,-0.0104441,1035,73.91,72.88,MORT_30_PN,bed_count
-0.038100366,-0.13388903,0.09864605,0.081884734,-0.070003934,0.071375504,0.01762901,0.07992612,-0.11747082,-0.23285057,0.032707717,-0.14873159,0.09955485,-0.28421244,-0.0908466,1.7302884,-0.47280967,-0.07257599,-0.081601635,-0.127805,0.24243389,-0.2646887,-0.021263292,1036,73.27,72.88,pct_metro,bed_count
0.13117106,-2.198146,0.104264274,-0.08981683,-0.14660825,0.05288123,-0.06642482,0.1750377,0.53575677,-0.13126434,0.014104218,-0.2530014,0.12811637,-0.5378118,-0.17761928,2.869765,-0.58421195,-0.11822463,-0.11375438,-0.20960987,0.7567833,0.17473885,0.18403456,1037,73.47,72.88,hospital_overall_rating,bed_count
0.052104846,-2.1253264,0.11213137,1.1856304,0.17700908,0.10915866,-0.19195893,0.0881869,-0.067759,-0.09440676,0.062165804,-0.21355005,0.12250851,-0.3192033,-0.14260654,0.8096419,-0.5475445,-0.16445298,-0.08038346,-0.12595712,0.58856434,0.2545423,-0.010807631,1038,72.45,62.88,hospital_overall_rating,MORT_30_HF
-0.28077626,-0.092861,0.10142457,0.09170596,-0.11825093,0.07611897,0.036891557,-0.021887373,-0.118642546,-0.18447213,0.029523237,-0.14966047,0.10502263,-0.30884197,-0.110051274,2.1857336,-0.39659318,-0.15395899,-0.064272076,-0.14773762,0.20813948,0.19031751,-0.014121235,1039,73.84,72.88,pct_metro,bed_count
-0.24714117,-0.1469739,0.08278306,0.09861775,-0.10244909,0.06652434,0.02852712,0.091773264,-0.33823314,-0.20498765,-0.035423733,-0.17188504,0.108994566,-0.3255358,-0.10526075,1.9992033,-0.51844954,-0.11348664,-0.056178726,-0.055280145,0.27845109,-0.2930066,-0.046247352,1040,72.97,72.88,pct_metro,bed_count
0.7189125,-0.061021984,0.13706464,0.12440273,-0.36083916,0.099238455,0.051556308,0.3057684,0.5323323,-0.13073589,0.07567118,-0.1564183,0.10002854,-0.018277971,-0.16186439,3.080102,-0.16637735,-0.12033406,-0.05082491,-0.16318734,0.09052213,0.65717316,0.034476034,1041,77.59,72.88,MORT_30_PN,bed_count
0.20807964,3.277334,0.095319465,0.31696355,0.3697764,0.10407717,0.29182577,0.1516705,0.53651047,-0.02658023,0.118747406,-0.16984496,0.25348648,-0.11105229,-0.0419343,2.5912478,-0.23319948,-0.049114536,-0.023401331,-0.01937331,0.32609773,0.21123044,-0.014374249,1042,81.14,84.88,pct_metro,hospital_overall_rating
0.18140249,-0.08704067,0.14625674,0.11446426,-0.14495184,0.086384304,0.03177519,0.2117101,-0.1322757,-0.15957873,-0.0049085435,-0.1644323,0.12012198,-0.25534478,-0.09844464,2.0482578,-0.34700352,-0.14566998,-0.05440082,-0.13793097,0.17001908,0.2099048,-0.010602895,1043,74.55,72.88,pct_metro,bed_count
0.37584382,-0.02036967,0.12536542,0.13243872,-0.09294678,0.08979378,0.040076055,0.31583458,-0.11898589,-0.16452403,-0.039610177,-0.18716067,0.12919603,-0.26000306,-0.097716145,2.1264164,-0.32459676,-0.18241033,-0.07727663,-0.107496575,0.18578503,0.22965422,-0.0095142545,1044,75.04,88.62,pct_metro,bed_count
0.192384,0.25919956,0.10177355,0.27537087,-0.017447073,0.072681785,0.072979994,0.33455625,0.03386582,-0.094262935,0.039964434,-0.13855037,0.10266468,-0.117252186,-0.050710775,-1.4275715,-0.2682626,-0.04084488,-0.059894994,-0.0911256,0.27780578,0.162004,-0.012756268,1045,72.58,72.88,bed_count,OP_18b
0.21848206,0.25183797,0.1018889,0.24941017,-0.018046416,0.06956306,0.07794043,0.33938926,0.01926728,-0.09456988,0.04525723,-0.14614235,0.09462943,-0.10623331,-0.032628357,-1.5481468,-0.18232152,-0.005640559,-0.058972403,-0.08266708,0.37137595,0.1631092,-0.012401234,1046,72.69,72.88,bed_count,hospital_type
0.13091838,0.15976119,0.106244326,0.29157257,-0.020387132,0.08837897,0.06515229,0.28279743,0.03191944,-0.10170234,0.051645037,-0.12691393,0.115925156,-0.104820736,-0.034885284,-0.9749174,-0.3841857,-0.056289423,-0.088280074,-0.08523827,0.21523309,0.15401088,-0.011842003,1047,72.68,72.88,bed_count,MORT_30_HF
0.21263802,0.27922657,0.08735284,0.24094509,-0.009035194,0.061357565,0.08196794,0.40382618,0.036651585,-0.101369135,0.0082788505,-0.14015171,0.05247265,-0.070791885,-0.0213118,-1.4275434,-0.1933948,-0.017603163,-0.046048228,-0.07214533,0.14562921,0.09085691,0.11915243,1048,72.7,72.88,bed_count,OP_18b
0.17660488,0.24011114,0.09112535,0.25552008,0.00036836413,0.060989246,0.091052495,0.38856944,0.0071246834,-0.0993814,0.012637019,-0.15312295,0.097650744,-0.1082334,-0.026878431,-1.3310735,-0.26275957,-0.015831472,-0.050742727,-0.07427018,0.15750068,0.013247997,-0.022787673,1049,72.42,72.88,bed_count,OP_18b
0.2126428,0.27580076,0.08735284,0.24068399,-0.008760998,0.06110193,0.08314517,0.40382618,0.03655864,-0.1013662,0.008267002,-0.13990104,0.052556988,-0.0711771,-0.02127175,-1.4257418,-0.1933948,-0.01765303,-0.046021584,-0.07214533,0.14644931,0.09085691,0.11915243,1050,72.7,72.88,bed_count,OP_18b
0.112037934,0.074881285,0.116337776,0.1881318,0.04412684,0.09350925,0.07745886,0.24916014,0.0082769375,-0.116197385,0.05882595,-0.11715908,0.10585811,-0.105446614,-0.04084369,0.091712,-0.3559422,-0.051411644,-0.050808452,-0.06468624,-0.26257518,-0.34360862,0.08278885,1051,72.77,72.88,pct_metro,OP_18b
0.18939759,0.23416796,0.102652214,0.3011267,0.02710407,0.08425168,0.091537185,0.4455504,0.05365252,-0.10213876,0.0369219,-0.118996024,0.10901292,-0.101303704,-0.033283584,-0.89577526,-0.36100298,-0.046057086,-0.07123059,-0.06881026,0.0841489,-0.40413868,0.10789218,1052,72.64,72.88,bed_count,OP_18b
0.016442461,0.00040965,0.10546904,0.11329612,0.051859472,0.078236,0.07513573,0.121302,-0.063828535,-0.17024446,0.026932517,-0.16749136,0.117958546,-0.1303002,-0.06296299,0.7748007,-0.37270722,-0.09487514,-0.09456388,-0.10965698,-0.29233697,-0.29990876,0.09506664,1053,72.69,72.88,pct_metro,bed_count
-0.036471274,-0.025367536,0.10242436,0.13438886,-0.01430373,0.08239508,0.04407723,0.05961195,-0.05722468,-0.14771278,0.039241914,-0.14674348,0.0975886,-0.12286778,-0.06236284,0.52911305,-0.26984423,-0.073775,-0.06753958,-0.095951,-0.33293095,0.16047339,0.069902934,1054,72.84,72.88,hospital_type,bed_count
0.21052827,0.31248227,0.09853743,0.2946266,0.033480592,0.074333906,0.12218363,0.4540402,0.05323317,-0.100404926,0.033402327,-0.13439037,0.10571847,-0.09493618,-0.03673401,-1.2229414,-0.3756656,-0.039506797,-0.068700016,-0.082468785,0.103772864,-0.43650913,0.13853662,1055,72.42,72.88,bed_count,OP_18b
0.013145822,-0.10109139,0.1017026,0.091512576,-0.00801225,0.07776505,0.04615064,0.05015864,-0.06404421,-0.18656139,0.053735293,-0.122235104,0.09853983,-0.14631724,-0.09809605,0.96125835,-0.26198673,-0.084515125,-0.04457758,-0.097304836,-0.6001655,0.16872555,0.07170092,1056,72.89,72.88,hospital_type,bed_count
0.020404058,0.04394983,0.10522202,0.1440931,0.05696488,0.08568251,0.07493009,0.20280683,-0.011230933,-0.14471996,0.041414,-0.12595108,0.09510332,-0.1092785,-0.039775766,0.34664845,-0.33958772,-0.07609516,-0.046473667,-0.08018516,-0.27280128,-0.32433295,0.08243276,1057,72.7,72.88,pct_metro,bed_count
0.008241552,-0.010199199,0.11308399,0.12669414,0.0010562117,0.08355279,0.05305324,0.09550497,-0.01436062,-0.13864556,0.053630646,-0.1330809,0.099014185,-0.112477764,-0.05946646,0.4102968,-0.26392105,-0.08358114,-0.045690294,-0.08262691,-0.29946625,0.12173213,0.06394716,1058,72.96,72.88,hospital_type,bed_count
0.014844528,-0.05076902,0.1024105,0.108740985,-0.0068069813,0.07927489,0.047678273,0.070593715,-0.059494067,-0.15569092,0.03487241,-0.18845248,0.12542313,-0.13426438,-0.076679416,0.6995224,-0.28868127,-0.092053495,-0.08839193,-0.102912195,-0.3791699,0.16883847,0.069902934,1059,72.87,72.88,hospital_type,bed_count
0.11223094,0.06964272,0.116522476,0.18826227,0.046125934,0.093540564,0.076797955,0.24906537,0.008754128,-0.115877025,0.05985606,-0.11612343,0.10595061,-0.10216422,-0.03654289,0.1328897,-0.35843155,-0.051244855,-0.050808452,-0.064953476,-0.26257518,-0.35274366,0.08278885,1060,72.81,72.88,pct_metro,OP_18b
-0.010840697,-0.02433981,0.102471195,0.11947242,-0.015643487,0.082331315,0.050413862,0.062230494,-0.056092244,-0.14746338,0.044982094,-0.14284141,0.097296655,-0.119433135,-0.06337737,0.6443235,-0.26231995,-0.07682063,-0.06753892,-0.09102532,-0.36364096,0.15428753,0.06906586,1061,72.96,72.88,hospital_type,bed_count
0.15944356,0.18192022,0.104801685,0.24698898,0.025589941,0.09477849,0.09127654,0.40977103,0.043026213,-0.10375428,0.045573782,-0.12313387,0.1069634,-0.104725234,-0.032747045,-0.5045474,-0.39494792,-0.05536357,-0.068363145,-0.07081737,-0.02670701,-0.40285668,0.10696166,1062,72.7,72.88,bed_count,OP_18b
0.014329222,0.071542695,0.10524522,0.15408352,0.070565864,0.08542338,0.074574724,0.1892627,-0.017395165,-0.1340257,0.040119283,-0.121853575,0.100058995,-0.10999636,-0.038546838,0.3281394,-0.34685606,-0.07495875,-0.03723143,-0.081275396,-0.23775044,-0.3449259,-0.015086597,1063,72.65,72.88,pct_metro,bed_count
